"","HMDB_ID","NAME","DESCRIPTION","LINK"
"710","HMDB0005923","N4-Acetylcytidine","N4-Acetylcytidine belongs to the class of organic compounds known as pyrimidine nucleosides. Pyrimidine nucleosides are compounds comprising a pyrimidine base attached to a ribosyl or deoxyribosyl moiety. N4-Acetylcytidine is soluble (in water) and a very weakly acidic compound (based on its pKa). N4-Acetylcytidine has been primarily detected in urine.","http://www.hmdb.ca/metabolites/HMDB0005923"
"711","HMDB06029","N-Acetylglutamine","N-Acetyl-glutamine, also known as aceglutamide or glcnac, belongs to the class of organic compounds known as glutamine and derivatives. Glutamine and derivatives are compounds containing glutamine or a derivative thereof resulting from reaction of glutamine at the amino group or the carboxy group, or from the replacement of any hydrogen of glycine by a heteroatom. N-Acetyl-glutamine exists as a solid, soluble (in water), and a weakly acidic compound (based on its pKa). N-Acetyl-glutamine has been primarily detected in urine. N-Acetyl-glutamine exists in all eukaryotes, ranging from yeast to humans.","http://www.hmdb.ca/metabolites/HMDB0006029"
"712","HMDB0006029","N-Acetylglutamine","N-Acetyl-glutamine, also known as aceglutamide or glcnac, belongs to the class of organic compounds known as glutamine and derivatives. Glutamine and derivatives are compounds containing glutamine or a derivative thereof resulting from reaction of glutamine at the amino group or the carboxy group, or from the replacement of any hydrogen of glycine by a heteroatom. N-Acetyl-glutamine exists as a solid, soluble (in water), and a weakly acidic compound (based on its pKa). N-Acetyl-glutamine has been primarily detected in urine. N-Acetyl-glutamine exists in all eukaryotes, ranging from yeast to humans.","http://www.hmdb.ca/metabolites/HMDB0006029"
"713","HMDB06111","12-HETE",", also known as 12-R-hete, belongs to the class of organic compounds known as hydroxyeicosatetraenoic acids. These are eicosanoic acids with an attached hydroxyl group and four CC double bonds. Thus, is considered to be an eicosanoid lipid molecule. is considered to be a practically insoluble (in water) and relatively neutral molecule. has been primarily detected in saliva, blood, urine, and cerebrospinal fluid. Within the cell, is primarily located in the membrane (predicted from logP) and cytoplasm. has been found to be associated with the diseases known as cerebral vasospasm; has also been linked to the inborn metabolic disorders including peroxisomal biogenesis defect.","http://www.hmdb.ca/metabolites/HMDB0006111"
"714","HMDB0006111","12-HETE",", also known as 12-R-hete, belongs to the class of organic compounds known as hydroxyeicosatetraenoic acids. These are eicosanoic acids with an attached hydroxyl group and four CC double bonds. Thus, is considered to be an eicosanoid lipid molecule. is considered to be a practically insoluble (in water) and relatively neutral molecule. has been primarily detected in saliva, blood, urine, and cerebrospinal fluid. Within the cell, is primarily located in the membrane (predicted from logP) and cytoplasm. has been found to be associated with the diseases known as cerebral vasospasm; has also been linked to the inborn metabolic disorders including peroxisomal biogenesis defect.","http://www.hmdb.ca/metabolites/HMDB0006111"
"715","HMDB06112","Malondialdehyde","Malondialdehyde, also known as 1,3-propanedial or MDA, belongs to the class of organic compounds known as 1,3-dicarbonyl compounds. These are carbonyl compounds with the generic formula O=C(R)C(H)C(R')=O, where R and R' can be any group. Malondialdehyde exists as a solid, soluble (in water), and a very weakly acidic compound (based on its pKa). Malondialdehyde has been detected in multiple biofluids, such as urine, blood, and cerebrospinal fluid. Malondialdehyde is a potentially toxic compound.","http://www.hmdb.ca/metabolites/HMDB0006112"
"716","HMDB0006112","Malondialdehyde","Malondialdehyde, also known as 1,3-propanedial or MDA, belongs to the class of organic compounds known as 1,3-dicarbonyl compounds. These are carbonyl compounds with the generic formula O=C(R)C(H)C(R')=O, where R and R' can be any group. Malondialdehyde exists as a solid, soluble (in water), and a very weakly acidic compound (based on its pKa). Malondialdehyde has been detected in multiple biofluids, such as urine, blood, and cerebrospinal fluid. Malondialdehyde is a potentially toxic compound.","http://www.hmdb.ca/metabolites/HMDB0006112"
"717","HMDB06294","16-Hydroxy hexadecanoic acid","","http://www.hmdb.ca/metabolites/HMDB0006294"
"718","HMDB0006294","16-Hydroxy hexadecanoic acid","","http://www.hmdb.ca/metabolites/HMDB0006294"
"719","HMDB06344","Phenylacetylglutamine","Alpha-N-Phenylacetyl-L-glutamine belongs to the class of organic compounds known as n-acyl-alpha amino acids. N-acyl-alpha amino acids are compounds containing an alpha amino acid which bears an acyl group at its terminal nitrogen atom. Alpha-N-Phenylacetyl-L-glutamine is considered to be a practically insoluble (in water) and relatively neutral molecule. Alpha-N-Phenylacetyl-L-glutamine has been detected in multiple biofluids, such as urine and blood. Within the cell, Alpha-N-phenylacetyl-L-glutamine is primarily located in the cytoplasm. Alpha-N-Phenylacetyl-L-glutamine can be biosynthesized from L-glutamine through the action of the enzyme glycine N-acyltransferase. In humans, Alpha-N-phenylacetyl-L-glutamine is involved in the phenylacetate metabolism pathway.","http://www.hmdb.ca/metabolites/HMDB0006344"
"720","HMDB0006344","Phenylacetylglutamine","Alpha-N-Phenylacetyl-L-glutamine belongs to the class of organic compounds known as n-acyl-alpha amino acids. N-acyl-alpha amino acids are compounds containing an alpha amino acid which bears an acyl group at its terminal nitrogen atom. Alpha-N-Phenylacetyl-L-glutamine is considered to be a practically insoluble (in water) and relatively neutral molecule. Alpha-N-Phenylacetyl-L-glutamine has been detected in multiple biofluids, such as urine and blood. Within the cell, Alpha-N-phenylacetyl-L-glutamine is primarily located in the cytoplasm. Alpha-N-Phenylacetyl-L-glutamine can be biosynthesized from L-glutamine through the action of the enzyme glycine N-acyltransferase. In humans, Alpha-N-phenylacetyl-L-glutamine is involved in the phenylacetate metabolism pathway.","http://www.hmdb.ca/metabolites/HMDB0006344"
"721","HMDB06347","Hexacosanoyl carnitine","Hexacosanoyl carnitine belongs to the class of organic compounds known as acyl carnitines. These are organic compounds containing a fatty acid with the carboxylic acid attached to carnitine through an ester bond. Thus, hexacosanoyl carnitine is considered to be a fatty ester lipid molecule. Hexacosanoyl carnitine is considered to be a practically insoluble (in water) and relatively neutral molecule. Hexacosanoyl carnitine has been detected in multiple biofluids, such as urine and blood. Within the cell, hexacosanoyl carnitine is primarily located in the cytoplasm, membrane (predicted from logP) and mitochondria.","http://www.hmdb.ca/metabolites/HMDB0006347"
"722","HMDB0006347","Hexacosanoyl carnitine","Hexacosanoyl carnitine belongs to the class of organic compounds known as acyl carnitines. These are organic compounds containing a fatty acid with the carboxylic acid attached to carnitine through an ester bond. Thus, hexacosanoyl carnitine is considered to be a fatty ester lipid molecule. Hexacosanoyl carnitine is considered to be a practically insoluble (in water) and relatively neutral molecule. Hexacosanoyl carnitine has been detected in multiple biofluids, such as urine and blood. Within the cell, hexacosanoyl carnitine is primarily located in the cytoplasm, membrane (predicted from logP) and mitochondria.","http://www.hmdb.ca/metabolites/HMDB0006347"
"723","HMDB06455","Arachidonyl carnitine","Arachidonyl carnitine, also known as c20:4(n-6) carnitine, belongs to the class of organic compounds known as acyl carnitines. These are organic compounds containing a fatty acid with the carboxylic acid attached to carnitine through an ester bond. Arachidonyl carnitine is considered to be a practically insoluble (in water) and relatively neutral molecule. Arachidonyl carnitine has been detected in multiple biofluids, such as blood and urine. Within the cell, arachidonyl carnitine is primarily located in the cytoplasm, membrane (predicted from logP) and mitochondria.","http://www.hmdb.ca/metabolites/HMDB0006455"
"724","HMDB0006455","Arachidonyl carnitine","Arachidonyl carnitine, also known as c20:4(n-6) carnitine, belongs to the class of organic compounds known as acyl carnitines. These are organic compounds containing a fatty acid with the carboxylic acid attached to carnitine through an ester bond. Arachidonyl carnitine is considered to be a practically insoluble (in water) and relatively neutral molecule. Arachidonyl carnitine has been detected in multiple biofluids, such as blood and urine. Within the cell, arachidonyl carnitine is primarily located in the cytoplasm, membrane (predicted from logP) and mitochondria.","http://www.hmdb.ca/metabolites/HMDB0006455"
"725","HMDB06469","Linoleyl carnitine","9,12-Hexadecadienylcarnitine, also known as octadecadienyl-L-carnitine or alpha-linoleoylcarnitine, belongs to the class of organic compounds known as acyl carnitines. These are organic compounds containing a fatty acid with the carboxylic acid attached to carnitine through an ester bond. Thus, 9,12-hexadecadienylcarnitine is considered to be a fatty ester lipid molecule. 9,12-Hexadecadienylcarnitine is considered to be a practically insoluble (in water) and relatively neutral molecule. 9,12-Hexadecadienylcarnitine has been detected in multiple biofluids, such as urine and blood. Within the cell, 9,12-hexadecadienylcarnitine is primarily located in the cytoplasm, membrane (predicted from logP) and mitochondria. 9,12-Hexadecadienylcarnitine can be biosynthesized from linoleic acid. 9,12-Hexadecadienylcarnitine has been linked to the inborn metabolic disorders including glutaric aciduria II.","http://www.hmdb.ca/metabolites/HMDB0006469"
"726","HMDB0006469","Linoleyl carnitine","9,12-Hexadecadienylcarnitine, also known as octadecadienyl-L-carnitine or alpha-linoleoylcarnitine, belongs to the class of organic compounds known as acyl carnitines. These are organic compounds containing a fatty acid with the carboxylic acid attached to carnitine through an ester bond. Thus, 9,12-hexadecadienylcarnitine is considered to be a fatty ester lipid molecule. 9,12-Hexadecadienylcarnitine is considered to be a practically insoluble (in water) and relatively neutral molecule. 9,12-Hexadecadienylcarnitine has been detected in multiple biofluids, such as urine and blood. Within the cell, 9,12-hexadecadienylcarnitine is primarily located in the cytoplasm, membrane (predicted from logP) and mitochondria. 9,12-Hexadecadienylcarnitine can be biosynthesized from linoleic acid. 9,12-Hexadecadienylcarnitine has been linked to the inborn metabolic disorders including glutaric aciduria II.","http://www.hmdb.ca/metabolites/HMDB0006469"
"727","HMDB06725","CE(14:0)","14:0 Cholesteryl ester, also known as cholesteryl myristate or 1-myristoyl-cholesterol, belongs to the class of organic compounds known as cholesteryl esters. Cholesteryl esters are compounds containing an esterified cholestane moiety. Thus, 14:0 cholesteryl ester is considered to be a sterol lipid molecule. 14:0 Cholesteryl ester is considered to be a practically insoluble (in water) and relatively neutral molecule. 14:0 Cholesteryl ester has been found in human hepatic tissue tissue, and has also been detected in multiple biofluids, such as blood and urine. Within the cell, 14:0 cholesteryl ester is primarily located in the membrane (predicted from logP) and cytoplasm. 14:0 Cholesteryl ester exists in all eukaryotes, ranging from yeast to humans.","http://www.hmdb.ca/metabolites/HMDB0006725"
"728","HMDB0006725","CE(14:0)","14:0 Cholesteryl ester, also known as cholesteryl myristate or 1-myristoyl-cholesterol, belongs to the class of organic compounds known as cholesteryl esters. Cholesteryl esters are compounds containing an esterified cholestane moiety. Thus, 14:0 cholesteryl ester is considered to be a sterol lipid molecule. 14:0 Cholesteryl ester is considered to be a practically insoluble (in water) and relatively neutral molecule. 14:0 Cholesteryl ester has been found in human hepatic tissue tissue, and has also been detected in multiple biofluids, such as blood and urine. Within the cell, 14:0 cholesteryl ester is primarily located in the membrane (predicted from logP) and cytoplasm. 14:0 Cholesteryl ester exists in all eukaryotes, ranging from yeast to humans.","http://www.hmdb.ca/metabolites/HMDB0006725"
"729","HMDB06726","CE(20:4(5Z,8Z,11Z,14Z))","Ce(20:4(5Z,8Z,11Z,14Z)), also known as cholesterol arachidonate or 20:4 cholesterol ester, belongs to the class of organic compounds known as cholesteryl esters. Cholesteryl esters are compounds containing an esterified cholestane moiety. Ce(20:4(5Z,8Z,11Z,14Z)) is considered to be a practically insoluble (in water) and relatively neutral molecule. Ce(20:4(5Z,8Z,11Z,14Z)) has been primarily detected in blood. Within the cell, ce(20:4(5Z,8Z,11Z,14Z)) is primarily located in the membrane (predicted from logP).","http://www.hmdb.ca/metabolites/HMDB0006726"
"730","HMDB0006726","CE(20:4(5Z,8Z,11Z,14Z))","Ce(20:4(5Z,8Z,11Z,14Z)), also known as cholesterol arachidonate or 20:4 cholesterol ester, belongs to the class of organic compounds known as cholesteryl esters. Cholesteryl esters are compounds containing an esterified cholestane moiety. Ce(20:4(5Z,8Z,11Z,14Z)) is considered to be a practically insoluble (in water) and relatively neutral molecule. Ce(20:4(5Z,8Z,11Z,14Z)) has been primarily detected in blood. Within the cell, ce(20:4(5Z,8Z,11Z,14Z)) is primarily located in the membrane (predicted from logP).","http://www.hmdb.ca/metabolites/HMDB0006726"
"731","HMDB06729","CE(22:4(7Z,10Z,13Z,16Z))","Ce(22:4(7Z,10Z,13Z,16Z)), also known as cholesteryl 1-adrenoic acid or 22:4 cholesterol ester, belongs to the class of organic compounds known as cholesteryl esters. Cholesteryl esters are compounds containing an esterified cholestane moiety. Ce(22:4(7Z,10Z,13Z,16Z)) is considered to be a practically insoluble (in water) and relatively neutral molecule. Ce(22:4(7Z,10Z,13Z,16Z)) has been found in human hepatic tissue tissue, and has also been primarily detected in urine. Within the cell, ce(22:4(7Z,10Z,13Z,16Z)) is primarily located in the membrane (predicted from logP) and cytoplasm.","http://www.hmdb.ca/metabolites/HMDB0006729"
"732","HMDB0006729","CE(22:4(7Z,10Z,13Z,16Z))","Ce(22:4(7Z,10Z,13Z,16Z)), also known as cholesteryl 1-adrenoic acid or 22:4 cholesterol ester, belongs to the class of organic compounds known as cholesteryl esters. Cholesteryl esters are compounds containing an esterified cholestane moiety. Ce(22:4(7Z,10Z,13Z,16Z)) is considered to be a practically insoluble (in water) and relatively neutral molecule. Ce(22:4(7Z,10Z,13Z,16Z)) has been found in human hepatic tissue tissue, and has also been primarily detected in urine. Within the cell, ce(22:4(7Z,10Z,13Z,16Z)) is primarily located in the membrane (predicted from logP) and cytoplasm.","http://www.hmdb.ca/metabolites/HMDB0006729"
"733","HMDB06731","CE(20:5(5Z,8Z,11Z,14Z,17Z)","Ce(20:5(5Z,8Z,11Z,14Z,17Z), also known as 20:5 cholesterol ester or cholesteryl eicosapentaenoate, belongs to the class of organic compounds known as cholesteryl esters. Cholesteryl esters are compounds containing an esterified cholestane moiety. Ce(20:5(5Z,8Z,11Z,14Z,17Z) is considered to be a practically insoluble (in water) and relatively neutral molecule. Ce(20:5(5Z,8Z,11Z,14Z,17Z) has been found in human hepatic tissue tissue, and has also been detected in multiple biofluids, such as blood and urine. Within the cell, ce(20:5(5Z,8Z,11Z,14Z,17Z) is primarily located in the membrane (predicted from logP) and cytoplasm.","http://www.hmdb.ca/metabolites/HMDB0006731"
"734","HMDB0006731","CE(20:5(5Z,8Z,11Z,14Z,17Z)","Ce(20:5(5Z,8Z,11Z,14Z,17Z), also known as 20:5 cholesterol ester or cholesteryl eicosapentaenoate, belongs to the class of organic compounds known as cholesteryl esters. Cholesteryl esters are compounds containing an esterified cholestane moiety. Ce(20:5(5Z,8Z,11Z,14Z,17Z) is considered to be a practically insoluble (in water) and relatively neutral molecule. Ce(20:5(5Z,8Z,11Z,14Z,17Z) has been found in human hepatic tissue tissue, and has also been detected in multiple biofluids, such as blood and urine. Within the cell, ce(20:5(5Z,8Z,11Z,14Z,17Z) is primarily located in the membrane (predicted from logP) and cytoplasm.","http://www.hmdb.ca/metabolites/HMDB0006731"
"735","HMDB06733","CE(22:6(4Z,7Z,10Z,13Z,16Z,19Z))","Ce(22:6(4Z,7Z,10Z,13Z,16Z,19Z)), also known as cholesteryl docosahexaenoate or 22:6 cholesterol ester, belongs to the class of organic compounds known as cholesteryl esters. Cholesteryl esters are compounds containing an esterified cholestane moiety. Ce(22:6(4Z,7Z,10Z,13Z,16Z,19Z)) is considered to be a practically insoluble (in water) and relatively neutral molecule. Ce(22:6(4Z,7Z,10Z,13Z,16Z,19Z)) has been found in human hepatic tissue tissue, and has also been detected in multiple biofluids, such as blood and urine. Within the cell, ce(22:6(4Z,7Z,10Z,13Z,16Z,19Z)) is primarily located in the membrane (predicted from logP) and cytoplasm.","http://www.hmdb.ca/metabolites/HMDB0006733"
"736","HMDB0006733","CE(22:6(4Z,7Z,10Z,13Z,16Z,19Z))","Ce(22:6(4Z,7Z,10Z,13Z,16Z,19Z)), also known as cholesteryl docosahexaenoate or 22:6 cholesterol ester, belongs to the class of organic compounds known as cholesteryl esters. Cholesteryl esters are compounds containing an esterified cholestane moiety. Ce(22:6(4Z,7Z,10Z,13Z,16Z,19Z)) is considered to be a practically insoluble (in water) and relatively neutral molecule. Ce(22:6(4Z,7Z,10Z,13Z,16Z,19Z)) has been found in human hepatic tissue tissue, and has also been detected in multiple biofluids, such as blood and urine. Within the cell, ce(22:6(4Z,7Z,10Z,13Z,16Z,19Z)) is primarily located in the membrane (predicted from logP) and cytoplasm.","http://www.hmdb.ca/metabolites/HMDB0006733"
"737","HMDB06736","CE(20:3(8Z,11Z,14Z))","Ce(20:3(8Z,11Z,14Z)), also known as 20:3 cholesterol ester or ce(20:3), belongs to the class of organic compounds known as cholesteryl esters. Cholesteryl esters are compounds containing an esterified cholestane moiety. Ce(20:3(8Z,11Z,14Z)) is considered to be a practically insoluble (in water) and relatively neutral molecule. Ce(20:3(8Z,11Z,14Z)) has been found in human hepatic tissue tissue, and has also been detected in multiple biofluids, such as blood and urine. Within the cell, ce(20:3(8Z,11Z,14Z)) is primarily located in the membrane (predicted from logP) and cytoplasm.","http://www.hmdb.ca/metabolites/HMDB0006736"
"738","HMDB0006736","CE(20:3(8Z,11Z,14Z))","Ce(20:3(8Z,11Z,14Z)), also known as 20:3 cholesterol ester or ce(20:3), belongs to the class of organic compounds known as cholesteryl esters. Cholesteryl esters are compounds containing an esterified cholestane moiety. Ce(20:3(8Z,11Z,14Z)) is considered to be a practically insoluble (in water) and relatively neutral molecule. Ce(20:3(8Z,11Z,14Z)) has been found in human hepatic tissue tissue, and has also been detected in multiple biofluids, such as blood and urine. Within the cell, ce(20:3(8Z,11Z,14Z)) is primarily located in the membrane (predicted from logP) and cytoplasm.","http://www.hmdb.ca/metabolites/HMDB0006736"
"739","HMDB07098","DG(16:0/16:0/0:0)","DG(16:0/16:0/0:0), also known as DAG(16:0/16:0) or diacylglycerol(32:0), belongs to the class of organic compounds known as 1,2-diacylglycerols. These are diacylglycerols containing a glycerol acylated at positions 1 and 2. Thus, DG(16:0/16:0/0:0) is considered to be a diradylglycerol lipid molecule. DG(16:0/16:0/0:0) is considered to be a practically insoluble (in water) and relatively neutral molecule. DG(16:0/16:0/0:0) has been found throughout all human tissues, and has also been primarily detected in blood. Within the cell, DG(16:0/16:0/0:0) is primarily located in the membrane (predicted from logP). DG(16:0/16:0/0:0) participates in a number of enzymatic reactions. In particular, DG(16:0/16:0/0:0) can be biosynthesized from PA(16:0/16:0) through the action of the enzyme phosphatidate phosphatase. Furthermore, DG(16:0/16:0/0:0) and myristoleoyl-CoA can be converted into TG(16:0/16:0/14:1(9Z)); which is catalyzed by the enzyme diacylglycerol O-acyltransferase. Furthermore, DG(16:0/16:0/0:0) can be biosynthesized from PA(16:0/16:0) through the action of the enzyme phosphatidate phosphatase. Finally, DG(16:0/16:0/0:0) and palmityl-CoA can be converted into TG(16:0/16:0/16:0)[iso]; which is mediated by the enzyme diacylglycerol O-acyltransferase. In humans, DG(16:0/16:0/0:0) is involved in the glycerolipid metabolism pathway, phospholipid biosynthesis pathway, the D-glyceric acidura pathway, and phosphatidylethanolamine biosynthesis pe(16:0/16:0) pathway. DG(16:0/16:0/0:0) is also involved in several metabolic disorders, some of which include de novo triacylglycerol biosynthesis TG(16:0/16:0/22:5(4Z,7Z,10Z,13Z,16Z)) pathway, de novo triacylglycerol biosynthesis TG(16:0/16:0/20:5(5Z,8Z,11Z,14Z,17Z)) pathway, familial lipoprotein lipase deficiency, and de novo triacylglycerol biosynthesis TG(16:0/16:0/14:1(9Z)) pathway.","http://www.hmdb.ca/metabolites/HMDB0007098"
